delivery_date,vehicle_registration_number,product_name,product_item_name,quantity,weight
2026-02-12,KDL 256f,Fahari ya Kenya,50g x 10 pcs,7.0,3.5
2026-02-12,KDL 256f,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,1.0,1.42
2026-02-12,KCR 378A,Amara for Men Cooling Lotion,200ml x 12pcs,1.0,2.82
2026-02-12,KCR 378A,Mount Kenya Milk,ESL 21pcs x 200ml,38.0,159.6
2026-02-12,KBS 419T,Sprite,350ml x 12pcs,8.0,33.6
2026-02-12,KCQ 723Y,210 Wheat Flour,2kg x 12 packets,2.0,48.0
2026-02-12,KCR 380A,Nuvita Vitamilk,60x5pcs Carton,4.0,5.52
2026-02-12,KAY 414M,Zenta Soap Cream,600gm x 12 bars,1.0,7.2
2026-02-12,KCY 427Y,Zenta Soap Cream,1kg x 10 Bars,1.0,10.0
2026-02-12,KDD 288Y,Twiga Fortified Vegetable Cooking Oil,	10 Litre Jerrycan,5.0,50.0
2026-02-12,KCX 077s,Minute Maid Mango Juice,400ml x 12pcs,8.0,38.4
2026-02-12,KCQ 720Y,Postman Cooking Oil,20 Litre Jerrycan,3.0,60.0
2026-02-12,KCL 309P,Club Soda Pineapple,1.25ltr x 6pcs,1.0,7.5
2026-02-12,KCL 309P,Fanta Passion,2L x 6pcs,3.0,36.0
2026-02-12,KCE 477L,Kensalt,200gm x 30,1.0,6.0
2026-02-12,KCG 013L,Kisskids Diapers Dark Blue High Count,Large 1pkt x 40pcs,0.0,0.0
2026-02-12,KCR 382A,Twiga Fortified Vegetable Cooking Oil,	10 Litre Jerrycan,7.0,70.0
2026-02-12,KDH 265A,Nuvita Vitamilk,30 packets x 10pcs,1.0,0.93
2026-02-12,KCQ 723Y,Sprite,2L x 6pcs,1.0,12.0
2026-02-12,KCR 381a,Predator Gold Energy Drink,400ml x 12pcs,51.0,244.8
2026-02-12,KCR 381a,Dasani Water,500ml x 12pcs,2.0,12.0
2026-02-12,KCX 077s,Kensalt,200gm x 30,1.0,6.0
2026-02-12,KBS 016T,Coca-Cola,500ml x 12pcs,5.0,30.0
2026-02-12,KCE 477L,SunVeat Happy Happy Mango Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-12,KCR 398A,Fanta Orange,1L x 12pcs,4.0,48.8
2026-02-12,KCE 477L,Postman Cooking Oil,20 Litre Jerrycan,1.0,20.0
2026-02-12,KCG 013L,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-02-12,KCU 273E,Nuvita Breaktime Tea Biscuits,100g x 24 packets,1.0,2.6
2026-02-12,KCU 273E,Panadol Extra,1 packet x 100 pcs,1.0,0.5
2026-02-12,KBS 419T,Dabur Clove Herbal Toothpaste,30g x 12pcs,1.0,0.36
2026-02-12,KBS 419T,Fahari ya Kenya,15g x 20pcs,2.0,0.6
2026-02-12,KCE 477L,Monster Energy,Original - 500ml x 4 cans,2.0,4.0
2026-02-12,KBS 871Z,Sunveat Fun Toys Rings,Barbeque - 12g x 30 packets,2.0,0.8
2026-02-12,KCU 273E,Softcare Diapers Gold - High Count,XL - 1 packet x 36 pcs,1.0,1.42
2026-02-12,KCN 315G,Fanta Orange,350ml x 12pcs,12.0,50.4
2026-02-12,KCQ 723Y,Coca-Cola,350ml x 12pcs,8.0,33.6
2026-02-12,KCN 315G,Blue Band Margarine Original,500g x 2 tubs,1.0,1.0
2026-02-12,KCR 381a,Postman Cooking Oil,20 Litre Jerrycan,9.0,180.0
2026-02-12,KCX 077s,Nuvita Breaktime Tea Biscuits,100g x 24 packets,1.0,2.6
2026-02-12,KCE 477L,Colgate Regular,35g x 12pcs,1.0,0.42
2026-02-12,KBT 141D,Zenta Soap Cream,1kg x 10 Bars,1.0,10.0
2026-02-12,KBS 419T,Predator Gold Energy Drink,400ml x 12pcs,14.0,67.2
2026-02-12,kcr 384a,Blue Band Margarine Original,500g x 2 tubs,2.0,2.0
2026-02-12,KCE 477L,Coca-Cola,500ml x 12pcs,5.0,30.0
2026-02-12,KBS 871Z,Coca-Cola,350ml x 12pcs,14.0,58.8
2026-02-12,KBS 871Z,Toilex Serviettes bales,1 x 18 packets,2.0,7.2
2026-02-12,KCR 382A,Safari Lemonade,300ml x 12 bottles,13.0,59.8
2026-02-12,KCR 382A,Minute Maid Mango Juice,400ml x 12pcs,1.0,4.8
2026-02-12,KDH 265A,Prestige Margarine Original,250g x 2 tubs,1.0,0.5
2026-02-12,KBS 871Z,Sprite,350ml x 12pcs,11.0,46.2
2026-02-12,KCX 077s,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-12,KCR 378A,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-12,KCQ 723Y,Nuvita Fruity Strawberry Biscuits,72 packets x 4pcs,1.0,0.89
2026-02-12,KCR 385a,Panadol Extra,1 packet x 100 pcs,3.0,1.5
2026-02-12,KCQ 723Y,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-12,KCR 378A,Kensalt,200gm x 30,1.0,6.0
2026-02-12,KCR 378A,Highlands Cordial  Pineapple,1ltr x 12 pcs,1.0,12.0
2026-02-12,KCX 077s,Ringoz Sweet Paprika,12gms x 10 packets x 5 strips,2.0,1.2
2026-02-12,KCU 273E,Club Soda Blackcurrant,350ml x 12pcs ,1.0,4.2
2026-02-12,KCU 273E,Fanta Orange,350ml x 12pcs,4.0,16.8
2026-02-12,KBS 016T,Fanta Passion,2L x 6pcs,6.0,72.0
2026-02-12,KCG 013L,Schweppes Novida Pineapple,350ml x 12pcs,3.0,12.6
2026-02-12,KCE 477L,Ringoz Sweet Paprika,12gms x 10 packets x 5 strips,1.0,0.6
2026-02-12,Kbn 692W,Fanta Blackcurrant,2L x 6pcs,1.0,12.0
2026-02-12,KCX 077s,Chapa Mandashi Baking Powder,100g x 12pcs,9.0,10.799999999999999
2026-02-12,KBT 141D,Kensalt,500g x 40pcs,1.0,20.0
2026-02-12,KDL 256f,Sunveat Fun Toys Rings,Tomato - 12g x 30 packets,1.0,0.4
2026-02-12,KCR 378A,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,7.0,16.8
2026-02-12,KCQ 723Y,Nuvita Lemon Cream Biscuits,60 x 2pcs,2.0,2.76
2026-02-12,KCR 385a,Fanta Orange,350ml x 12pcs,4.0,16.8
2026-02-12,KCR 385a,Coca-Cola,350ml x 12pcs,6.0,25.2
2026-02-12,KBS 419T,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-12,KBT 141D,Sossi Classic Chunks,70g x 12 packets,2.0,1.68
2026-02-12,KCX 077s,Kabras Sugar,1kg x 20 Packets,3.0,60.0
2026-02-12,KCU 273E,Colgate Anticavity Toothbrush,1 x 12pcs,1.0,0.12
2026-02-12,KCE 477L,Bic Cristal Medium Blue Pen,1 Packet x 25pcs,1.0,0.16
2026-02-12,KDG 776T,Kensalt,200gm x 30,1.0,6.0
2026-02-12,KBS 016T,Fanta Orange,2L x 6pcs,2.0,24.0
2026-02-12,Kbn 692W,Highlands Cordial  Pineapple,1ltr x 12 pcs,1.0,12.0
2026-02-12,KBT 141D,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,7.0,16.8
2026-02-12,KDK 404Q,Fanta Orange,2L x 6pcs,2.0,24.0
2026-02-12,KCR 380A,Minute Maid Tropical Juice,400ml x 12pcs,2.0,9.6
2026-02-12,KCR 380A,Master Chef Maize Flour,2kg x 12 packets,9.0,216.0
2026-02-12,KCR 378A,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,2.0,2.4
2026-02-12,KCR 378A,Fresh Cool Gum,Peppermint 4's 1pkt x 25pcs,1.0,0.14
2026-02-12,KCN 315G,Coca-Cola,350ml x 12pcs,16.0,67.2
2026-02-12,KCQ 723Y,Ajab Home Baking Flour,500g x 24pcs,1.0,12.0
2026-02-12,KCR 378A,Nuvita Strawberry Cream Biscuits ,60 x 2pcs,1.0,1.38
2026-02-12,KCU 273E,Fanta Orange,2L x 6pcs,13.0,156.0
2026-02-12,KBS 871Z,Safari Lemonade,300ml x 12 bottles,32.0,147.2
2026-02-12,KCE 477L,Fanta Orange,2L x 6pcs,12.0,144.0
2026-02-12,KCR 383A,Mount Kenya Milk,ESL 18pcs x 500ml,41.0,369.0
2026-02-12,KCR 383A,Chapa Mandashi Baking Powder,100g x 12pcs,6.0,7.2
2026-02-12,KDH 265A,Salit Cooking Oil,20 Litres,3.0,60.0
2026-02-12,KCY 042Y,ENO Lemon,1 packet x 48 pcs,3.0,0.69
2026-02-12,KCY 427Y,Kiwi Shoe Polish-Black,25ml x 12 pcs,1.0,0.3
2026-02-12,KDD 288Y,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-02-12,KCR 382A,Kensalt,1kg x 20pcs,2.0,40.0
2026-02-12,Kbn 692W,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-02-12,KBS 016T,Sumo Premium Candles,12 Packets X 8Pcs,1.0,2.88
2026-02-12,KCE 477L,Brown Plain Paper Bag,1kg x 50pcs,1.0,0.4
2026-02-12,KCR 398A,Minute Maid Tropical Juice,400ml x 12pcs,5.0,24.0
2026-02-12,KCR 385a,Wrigley's Juicy Fruit Chewing Gum,Classic 1pkt x 50pcs,1.0,0.28
2026-02-12,KCQ 723Y,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,4.0,5.68
2026-02-12,KCR 383A,Fanta Orange,1L x 12pcs,9.0,109.8
2026-02-12,KDK 404Q,Minute Maid Apple Juice,400ml x 12pcs,1.0,4.8
2026-02-12,KCY 427Y,Minute Maid Mango Juice,400ml x 12pcs,3.0,14.4
2026-02-12,KBS 016T,MacCoffee Classic,1.6g x 72pcs,7.0,0.84
2026-02-12,KCG 013L,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-12,KCQ 720Y,Nuvita Choco Biscuits,30 packets x 10pcs,1.0,0.925
2026-02-12,Kbn 692W,Zenta Soap Cream,1kg x 10 Bars,1.0,10.0
2026-02-12,KCR 382A,Coca-Cola,350ml x 12pcs,11.0,46.2
2026-02-12,KBT 141D,Panadol Extra,1 packet x 100 pcs,3.0,1.5
2026-02-12,KDK 404Q,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,1.0,0.8
2026-02-12,KDH 265A,Safari Lemonade,300ml x 12 bottles,8.0,36.8
2026-02-12,KDH 265A,Fanta Orange,1L x 12pcs,3.0,36.6
2026-02-12,KCR 383A,Nuvita Fruity Strawberry Biscuits,72 packets x 4pcs,1.0,0.89
2026-02-12,KCL 309P,Acacia Kids Fruit Drink ,Blackcurrant 200ml x 12 Pouches,1.0,2.75
2026-02-12,KCR 398A,SunVeat Happy Happy Pinneaple Cream Biscuits,60 x 2pcs,2.0,2.4
2026-02-12,KCE 477L,Coca-Cola,2L x 6pcs,23.0,276.0
2026-02-12,KCU 273E,Predator Gold Energy Drink,400ml x 12pcs,71.0,340.8
2026-02-12,KCX 077s,Coca-Cola,500ml x 12pcs,4.0,24.0
2026-02-12,KAY 414M,Nuvita Choco Biscuits,30 packets x 10pcs,1.0,0.925
2026-02-12,KCQ 723Y,Master Chef Maize Flour,2kg x 12 packets,1.0,24.0
2026-02-12,KCY 427Y,Mount Kenya Milk,ESL 18pcs x 500ml,32.0,288.0
2026-02-12,KCY 427Y,Chapa Mandashi Baking Powder,100g x 12pcs,0.0,0.0
2026-02-12,KBS 871Z,Daima ESL Milk,200ml x 21 packets,1.0,4.2
2026-02-12,KBS 016T,Mount Kenya Milk,ESL 21pcs x 200ml,42.0,176.4
2026-02-12,KCR 398A,Club Soda Pineapple,350ml x 12pcs ,1.0,4.2
2026-02-12,KBT 141D,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-02-12,KDK 324S,Classic Multipurpose Soap,Natural 1kg x 10pcs,2.0,20.0
2026-02-12,KDL 256f,WOW Sugared,8g x 10 packets x 6 strips,1.0,1.0
2026-02-12,KCR 378A,Fahari ya Kenya,50g x 10 pcs,2.0,1.0
2026-02-12,KCR 385a,Minute Maid Orange Pulpy,1L x 12pcs,1.0,12.0
2026-02-12,KCN 315G,Coca-Cola,2L x 6pcs,11.0,132.0
2026-02-12,KCR 381a,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,1.0,1.42
2026-02-12,KBS 016T,SunVeat Big Happy Vanilla Biscuits,24g x 36 packets,1.0,1.1
2026-02-12,KCX 077s,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,8.0,19.2
2026-02-12,KBT 141D,Coca-Cola,500ml x 12pcs,3.0,18.0
2026-02-12,KBS 419T,Fanta Orange,1.25L x 12pcs,1.0,15.0
2026-02-12,KCR 385a,Fresh Cool Gum,Fruit XL 1pkt x 50pcs,1.0,1.0
2026-02-12,Kbn 692W,Fanta Orange,350ml x 12pcs,2.0,8.4
2026-02-12,KCE 477L,Sprite,350ml x 12pcs,4.0,16.8
2026-02-12,KDG 776T,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-12,KCQ 723Y,Fanta Blackcurrant,350ml x 12pcs,4.0,16.8
2026-02-12,KCY 042Y,Schweppes Novida Pineapple,350ml x 12pcs,4.0,16.8
2026-02-12,KCX 077s,Tam Tam Tomato Paste,50g x 25 sachets,2.0,2.5
2026-02-12,KCN 315G,Panadol Advance,1 packet x 100 pcs,1.0,0.5
2026-02-12,KCY 427Y,Minute Maid Apple Juice,1L x 12pcs,3.0,36.0
2026-02-12,KBS 419T,Acacia Kids Fruit Drink ,Blackcurrant 200ml x 12 Pouches,1.0,2.75
2026-02-12,KDK 324S,Soko Maize Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-12,KBS 871Z,Nuvita Vitamilk,30 packets x 10pcs,2.0,1.86
2026-02-12,Kbn 692W,Fahari ya Kenya,250g x 4 pcs,1.0,1.0
2026-02-12,KCR 398A,Nutrameal Sugar ,250g x 40 packets,2.0,20.0
2026-02-12,KCR 398A,Fanta Passion,2L x 6pcs,4.0,48.0
2026-02-12,KDG 776T,Daima ESL Milk,500ml x 18 packets,1.0,9.0
2026-02-12,KDL 256f,Fanta Orange,350ml x 12pcs,2.0,8.4
2026-02-12,KCR 378A,SunVeat Big Happy Strawberry Biscuits,24g x 36 packets,1.0,1.1
2026-02-12,KCR 380A,Tamu Tamu,Tutti Fruity (Green) - 11gms x 10 packets x 3 strips,1.0,0.9
2026-02-12,KAY 414M,Bic Orange Fine  Blue Pen,1 packet x 20pcs,1.0,0.13
2026-02-12,KCR 381a,Sokoni Steelwool,5 pieces x 1 pack (Convenience),4.0,0.4
2026-02-12,KCR 398A,Kensalt,500g x 40pcs,3.0,60.0
2026-02-12,KCQ 720Y,Fahari ya Kenya,15g x 20pcs,4.0,1.2
2026-02-12,KCQ 720Y,Soko Maize Flour,1kg x 24 Packets,3.0,72.0
2026-02-12,KBS 871Z,Fanta Orange,1L x 12pcs,4.0,48.8
2026-02-12,KCR 380A,Prestige Margarine Original,250g x 2 tubs,1.0,0.5
2026-02-12,KBS 871Z,Fanta Passion,2L x 6pcs,13.0,156.0
2026-02-12,KBS 871Z,Mara Moja Tablets,1 packet x 100pcs,1.0,0.12
2026-02-12,KCX 077s,Champion Fine Pen,Blue - 1 packet x 25 pens,1.0,0.16
2026-02-12,KDD 288Y,Champ Orange Juice,150ml x 24 bottles,3.0,11.4
2026-02-12,KCR 383A,Colgate Charcoal,35g x 12pcs,1.0,0.42
2026-02-12,KCR 380A,Kabras Sugar,2kg x 10 Packets,1.0,20.0
2026-02-12,KDL 256f,Minute Maid Mango Juice,1L x 12pcs,2.0,24.0
2026-02-12,KDL 256f,Tamu Tamu,Tomato Ketchup (Red) - 11gms x 10 packets x 3 strips,1.0,0.9
2026-02-12,KDD 288Y,Sprite,350ml x 12pcs,1.0,4.2
2026-02-12,KCY 427Y,Postman Cooking Oil,20 Litre Jerrycan,10.0,200.0
2026-02-12,KDL 256f,Big Bang Lollipop, XL Assorted 1 X 50 Pcs,1.0,0.5
2026-02-12,KDL 256f,Nuvita Fruity Banana Biscuits,72 packets x 4pcs,2.0,1.78
2026-02-12,KCR 378A,210 Maize Flour,2kg x 12 packets,2.0,48.0
2026-02-12,kcr 384a,Sumo Premium Candles,12 Packets X 8Pcs,1.0,2.88
2026-02-12,KCL 309P,Royco Mchuzi Mix - Chicken Original,7g x 24 sachets (2 strips),2.0,0.4
2026-02-12,KCG 013L,Blue Band Margarine Original,500g x 2 tubs,1.0,1.0
2026-02-12,KBT 141D,Minute Maid Mango Juice,1L x 12pcs,7.0,84.0
2026-02-12,KCY 427Y,Original Muguka Bubble gum,1pkt x 100pcs,1.0,0.28
2026-02-12,KCR 383A,Fanta Blackcurrant,350ml x 12pcs,7.0,29.4
2026-02-12,KCR 380A,Zenta Soap Cream,1kg x 10 Bars,1.0,10.0
2026-02-12,KDK 404Q,Predator Gold Energy Drink,400ml x 12pcs,119.0,571.2
2026-02-12,KDD 288Y,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,2.0,2.84
2026-02-12,KBT 141D,SunVeat Bourbon Biscuits,24g x 36 packets,1.0,1.1
2026-02-12,KCE 477L,Softcare  Space Diapers  - Jumbo,Large - 1 packet x 64 pcs,1.0,2.3
2026-02-12,KDL 256f,Daima ESL Milk,500ml x 18 packets,20.0,180.0
2026-02-12,KCR 378A,Coca-Cola,350ml x 12pcs,10.0,42.0
2026-02-12,KDK 324S,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,2.0,2.4
2026-02-12,KDL 256f,Fanta Passion,2L x 6pcs,4.0,48.0
2026-02-12,KCQ 723Y,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,2.0,1.6
2026-02-12,KBS 016T,Schweppes Novida Pineapple,350ml x 12pcs,1.0,4.2
2026-02-12,KCR 398A,Schweppes Novida Pineapple,350ml x 12pcs,4.0,16.8
2026-02-12,KCR 380A,Fanta Blackcurrant,2L x 6pcs,1.0,12.0
2026-02-12,KAY 414M,ENO Lemon,1 packet x 24 pcs,1.0,0.12
2026-02-12,KDH 265A,Ranee Spaghetti,400g x 20pcs,3.0,30.0
2026-02-12,KCY 427Y,Kabras Sugar,2kg x 10 Packets,0.0,0.0
2026-02-12,KCY 427Y,Minute Maid Mango Juice,1L x 12pcs,1.0,12.0
2026-02-12,KDD 288Y,Minute Maid Tropical Juice,400ml x 12pcs,1.0,4.8
2026-02-12,KCR 381a,Coca-Cola,500ml x 12pcs,4.0,24.0
2026-02-12,KCR 382A,Soko Maize Flour,1kg x 24 Packets,1.0,24.0
2026-02-12,KCR 382A,Fanta Blackcurrant,350ml x 12pcs,4.0,16.8
2026-02-12,KCG 013L,Ajab Home Baking Flour,2kg x 12 Packets,3.0,72.0
2026-02-12,KCL 309P,Tam Tam Tomato Paste,50g x 25 sachets,1.0,1.25
2026-02-12,KDL 256f,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-12,KCE 477L,Predator Gold Energy Drink,400ml x 12pcs,26.0,124.8
2026-02-12,KBS 016T,Kensalt,1kg x 20pcs,1.0,20.0
2026-02-12,KCX 077s,Indomie Noodles Beef,Jumbo 120g x 20 Carton,1.0,2.4
2026-02-12,KCR 381a,SunVeat Nice Biscuits,30 packets x 10pcs,1.0,1.2
2026-02-12,KDK 324S,Ariel Lavender,200gm X 1 Pc,0.0,0.0
2026-02-12,KDK 324S,SunVeat Happy Happy Orange Cream Biscuits,60 x 2pcs,2.0,2.4
2026-02-12,KDH 265A,Nuvita Breaktime Tea Biscuits,28gm x 48 packets,2.0,3.16
2026-02-12,KCR 383A,Sossi Beef Chunks,70g x 12 packets,1.0,0.84
2026-02-12,KCR 383A,Brown Sugar,50kg sack,3.0,150.0
2026-02-12,KCR 385a,Mount Kenya Milk,ESL 18pcs x 500ml,49.0,441.0
2026-02-12,KBS 871Z,Chapa Mandashi Baking Powder,100g x 12pcs,4.0,4.8
2026-02-12,KCQ 720Y,Minute Maid Orange Pulpy,400ml x 12pcs,1.0,4.8
2026-02-12,KCE 477L,Gofrut Juice Assorted Flavours,250ml x 12pcs,1.0,3.0
2026-02-12,KCQ 723Y,Nuvita Vitamilk,60x5pcs Carton,4.0,5.52
2026-02-12,KCN 315G,Fanta Blackcurrant,2L x 6pcs,5.0,60.0
2026-02-12,KCR 383A,Raha Cocoa Powder,8g x 24 sachets,1.0,0.19
2026-02-12,KCR 383A,Coca-Cola,500ml x 12pcs,6.0,36.0
2026-02-12,KCR 380A,Dasani Water,500ml x 12pcs,6.0,36.0
2026-02-12,KBS 419T,Chapa Mandashi Baking Powder,100g x 12pcs,4.0,4.8
2026-02-12,KDK 324S,Panadol Extra,1 packet x 100 pcs,2.0,1.0
2026-02-12,KCR 381a,Nuvita Family Biscuits,72 packets x 4pcs,1.0,0.88
2026-02-12,KCU 273E,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-02-12,KDG 776T,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-02-12,KCR 378A,210 Wheat Flour,2kg x 12 packets,3.0,72.0
2026-02-12,KCY 042Y,Coca-Cola,350ml x 12pcs,4.0,16.8
2026-02-12,KCY 042Y,Coca-Cola,500ml x 12pcs,1.0,6.0
2026-02-12,KCX 077s,Menengai Cream,800gm x 12 bars,1.0,9.6
2026-02-12,KCR 382A,SunVeat Ginger Nuts Biscuits,60 x 3pcs,1.0,1.2
2026-02-12,KCL 309P,ENO Lemon,1 packet x 48 pcs,1.0,0.23
2026-02-12,KDG 776T,Classic Multipurpose Soap,Natural 1kg x 10pcs,2.0,20.0
2026-02-12,KCR 381a,Mount Kenya Milk,ESL 18pcs x 500ml,57.0,513.0
2026-02-12,KCY 427Y,Techpak Clear Plastic Cups,200ml x 25pcs,2.0,0.02
2026-02-12,KCQ 723Y,Zenta Soap Cream,800gm x 12 bars,1.0,9.6
2026-02-12,KCQ 723Y,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,1.0,2.4
2026-02-12,KCR 385a,Fruit Drops,Assorted 1pkt x 75pcs,2.0,0.58
2026-02-12,KDG 776T,Zenta Soap Cream,1kg x 10 Bars,1.0,10.0
2026-02-12,KCL 309P,Sunveat Wafers Assorted,15g x 72pcs,1.0,1.2
2026-02-12,KCE 477L,Soko Maize Flour,1kg x 24 Packets,1.0,24.0
2026-02-12,KCX 077s,Quencher Life Water,500ml x 24 bottles,1.0,12.0
2026-02-12,KBT 141D,Soko Home Baking Flour,2kg x 12 pkts - Bale,2.0,48.0
2026-02-12,KBT 141D,Quencher Warner Brothers Juice,Fantasy - 250ml x 12 packets,1.0,3.2
2026-02-12,KDK 324S,Fresh Cool Gum,Assorted XL 1pkt x  50pcs,1.0,0.14
2026-02-12,KDD 288Y,Fresh Cool Gum,Assorted XL 1pkt x  50pcs,1.0,0.14
2026-02-12,KDL 256f,Fanta Blackcurrant,350ml x 12pcs,6.0,25.2
2026-02-12,KCR 378A,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,3.0,2.4
2026-02-12,KCN 315G,SunVeat Nice Biscuits,30 packets x 10pcs,1.0,1.2
2026-02-12,KCR 385a,Big Giant Lollipop-Assorted,1pkt x 50pcs,1.0,1.18
2026-02-12,KCR 385a,Ranee Spaghetti,400g x 20pcs,2.0,20.0
2026-02-12,KDG 776T,Sossi Classic Chunks,70g x 12 packets,1.0,0.84
2026-02-12,KDG 776T,Fresh Cool Gum,Menthol 1pkt x 50pcs,2.0,1.0
2026-02-12,KCQ 720Y,Mara Moja Tablets,1 packet x 100pcs,1.0,0.12
2026-02-12,KCR 381a,Zenta Soap Cream,1kg x 10 Bars,2.0,20.0
2026-02-12,KCR 378A,Kensalt,1kg x 20pcs,1.0,20.0
2026-02-12,KCR 381a,Brown Plain Paper Bag,1/4kg x 50pcs,2.0,0.5
2026-02-12,KCG 013L,Doffi Washing Detergent - Pink,10kg x 1 pc,1.0,10.0
2026-02-12,KCL 309P,Downy Pouch Sweet Elegant,20ml x 60pcs,1.0,1.2
2026-02-12,KDG 776T,Nuvita Vitamilk,60x5pcs Carton,2.0,2.76
2026-02-12,KCQ 723Y,Predator Gold Energy Drink,400ml x 12pcs,40.0,192.0
2026-02-12,KAY 414M,Blue Band Margarine Original,100g x 2 tubs,0.0,0.0
2026-02-12,KCY 427Y,Nuvita Breaktime Tea Biscuits,100g x 24 packets,0.0,0.0
2026-02-12,KBT 141D,Minute Maid Apple Juice,400ml x 12pcs,3.0,14.4
2026-02-12,Kbn 692W,Coca-Cola,500ml x 12pcs,4.0,24.0
2026-02-12,KCG 013L,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,6.0,8.52
2026-02-12,KCE 477L,210 Wheat Flour,2kg x 12 packets,3.0,72.0
2026-02-12,KCR 378A,Soko Maize Flour,1kg x 24 Packets,2.0,48.0
2026-02-12,KCY 427Y,Coca-Cola,350ml x 12pcs,0.0,0.0
2026-02-12,KBS 419T,Minute Maid Tropical Juice,400ml x 12pcs,2.0,9.6
2026-02-12,KCU 273E,Nuvita Lemon Cream Biscuits,60 x 2pcs,1.0,1.38
2026-02-12,KCU 273E,Kabras Sugar,2kg x 10 Packets,1.0,20.0
2026-02-12,KBS 016T,Safari Lemonade,300ml x 12 bottles,13.0,59.8
2026-02-12,KCR 398A,Safari Lemonade,300ml x 12 bottles,7.0,32.2
2026-02-12,KCR 398A,Nuvita Chocolate Cream Biscuits,60 x 2pcs,1.0,1.38
2026-02-12,KCR 398A,Sunveat Fun Toys Rings,Tomato - 12g x 30 packets,1.0,0.4
2026-02-12,KDG 776T,SunVeat Bourbon Biscuits,24g x 36 packets,2.0,2.2
2026-02-12,Kbn 692W,Kotex Ultra Thin Sanitary Pads Super,8 x 4packets	,0.0,0.0
2026-02-12,KCY 427Y,Sprite,350ml x 12pcs,5.0,21.0
2026-02-12,KCR 380A,Sossi Classic Chunks,70g x 12 packets,1.0,0.84
2026-02-12,KCR 380A,Coca-Cola,2L x 6pcs,2.0,24.0
2026-02-12,KCQ 720Y,Wrigley's P.K Chewing Gum,Menthol 1pkt x 50pcs,1.0,0.28
2026-02-12,KDK 324S,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,5.0,12.0
2026-02-12,KBS 419T,Kabras Sugar,1kg x 20 Packets,0.0,0.0
2026-02-12,KCR 383A,Fanta Orange,2L x 6pcs,3.0,36.0
2026-02-12,KDH 265A,Nuvita Chocolate Cream Biscuits,60 x 2pcs,1.0,1.38
2026-02-12,KBT 141D,Kotex Ultra Thin Sanitary Pads Night,7 x 4 packets	,0.0,0.0
2026-02-12,KCU 273E,Postman Cooking Oil,20 Litre Jerrycan,4.0,80.0
2026-02-12,KBS 016T,Soko Maize Flour,2kg x 12 pkts - Bale,4.0,96.0
2026-02-12,KCE 477L,Kabras Sugar,2kg x 10 Packets,1.0,20.0
2026-02-12,KCL 309P,Kleesoft Anti Bacterial Hand Wash Detergent ,1kg x 6 packets,1.0,6.0
2026-02-12,KCR 378A,Doffi Washing Detergent - Yellow,500g x 12 packets,1.0,6.0
2026-02-12,KDL 256f,SunVeat Big Happy Vanilla Biscuits,24g x 36 packets,3.0,3.3
2026-02-12,KCR 381a,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-02-12,KBT 141D,Fanta Blackcurrant,500ml x 12pcs,4.0,24.0
2026-02-12,KCR 380A,Club Soda Pineapple,350ml x 12pcs ,1.0,4.2
2026-02-12,KAY 414M,Kabras Sugar,1kg x 20 Packets,0.0,0.0
